Semester,Course Subject,Course Number,Course Title,Course Section,Sched Type,Primary Instructor,Term,CRN,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
Spring 2016,SOCW,579,Social Work Practice Theories,A,LCD,"Larrison, Christopher R",120161,32852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SOCW,580,Advanced Child Welfare,A,LCD,"Havlicek, Judith R",120161,32863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SOCW,580,Advanced Child Welfare,RU,LCD,"Havlicek, Judith R",120161,59403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SOCW,589,Social Work and the Law,A,LCD,"Kopels, Sandra L",120161,32861,0,16,9,1,3,0,0,0,0,0,0,0,0,0,3.77,0.850014706,0.551724138
Spring 2016,SOCW,589,Social Work and the Law,B,LCD,"Kopels, Sandra L",120161,32862,0,12,10,5,2,0,0,0,0,0,0,0,0,0,3.7,0.845576726,0.413793103
Spring 2016,SOCW,595,Quantitative Research Designs,A,LCD,"Zhan, Min",120161,50912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,A2,LCD,"Ibarretxe Diego, Arkaitz",120161,34889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,B1,LCD,"Foote, Zoe A",120161,34893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,C1,LCD,"Vizcarra-Catala, Marcela",120161,34912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,C2,LCD,"Ibarretxe Diego, Arkaitz",120161,34915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,C3,LCD,"Foote, Zoe A",120161,34919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,C4,LCD,"Arruti Iparragu, Maria",120161,34921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,D1,LCD,"Vizcarra-Catala, Marcela",120161,34929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,D2,LCD,"Ibarretxe Diego, Arkaitz",120161,34933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,D3,LCD,"Hajek, Jessica C",120161,34936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,D4,LCD,"Arruti Iparragu, Maria",120161,34939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,D6,LCD,"Navejas, Dawn R",120161,34944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,E1,LCD,"Herrera Escobar, Adrian",120161,34972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,E2,LCD,"Krebs, Kara M",120161,34975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,E3,LCD,"Foote, Zoe A",120161,34928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,E4,LCD,"Krushnowski, Jude P",120161,34982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,F1,LCD,"Herrera Escobar, Adrian",120161,34989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,F2,LCD,"Krebs, Kara M",120161,34991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,F3,LCD,"Waters, Melanie J",120161,34984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,F4,LCD,"Arruti Iparragu, Maria",120161,34986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,G5,LCD,"Herrera Escobar, Adrian",120161,34979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,X1,LCD,"Vizcarra-Catala, Marcela",120161,34949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,103,Intermediate Spanish,X2,LCD,"Krebs, Kara M",120161,34957,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,C1,LCD,"Aguirre Crespo, Ane",120161,35030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,C2,LCD,"Anton Lobato, Miren E",120161,35033,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,D1,LCD,"Waters, Melanie J",120161,35037,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,D2,LCD,"Anton Lobato, Miren E",120161,35040,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,E1,LCD,"Aguirre Crespo, Ane",120161,35051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,E2,LCD,"Waters, Melanie J",120161,35054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,F1,LCD,"Aguirre Crespo, Ane",120161,35057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,F2,LCD,"Anton Lobato, Miren E",120161,35061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,X1,LCD,"Waters, Melanie J",120161,35045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,122,Intensive Elementary Spanish,X2,LCD,"Waters, Melanie J",120161,35047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,C1,LCD,"Vicente Urrutia, Jone",120161,35090,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,C2,LCD,"Garcia Plazaola, Iker",120161,35092,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,D1,LCD,"Verhelst, Christina T",120161,35094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,D2,LCD,"Verhelst, Christina T",120161,35097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,E1,LCD,"Vicente Urrutia, Jone",120161,35193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,E2,LCD,"Gallegos Perez, Carmen C",120161,35195,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,F1,LCD,"Vicente Urrutia, Jone",120161,35198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,F2,LCD,"Gallegos Perez, Carmen C",120161,35199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,X1,LCD,"Etxebarria Zulu, Eider",120161,35099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,141,Intro to Spanish Grammar,X2,LCD,"Gallegos Perez, Carmen C",120161,35102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,142,Spanish in the Professions,C1,LCD,"Good, Samantha J",120161,47438,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,142,Spanish in the Professions,C2,LCD,"Gargiulo, Megan E",120161,47439,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,142,Spanish in the Professions,D1,LCD,"Good, Samantha J",120161,35219,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,142,Spanish in the Professions,D2,LCD,"Gargiulo, Megan E",120161,39999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,142,Spanish in the Professions,F1,LCD,"Good, Samantha J",120161,43344,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,142,Spanish in the Professions,F2,LCD,"Carollo, Brenden C",120161,43345,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,142,Spanish in the Professions,G1,LCD,"Krebs, Chase H",120161,35221,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,142,Spanish in the Professions,X1,LCD,"Carollo, Brenden C",120161,62070,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,199,Translating Hispanic Cultures,G,LCD,"Tolliver, Joyce L",120161,63430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,200,Readings in Hispanic Texts,C,LCD,"Arechabaleta Re, Begona",120161,52353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,200,Readings in Hispanic Texts,D,LCD,"Cummings, Laura D",120161,39579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,200,Readings in Hispanic Texts,E,LCD,"Marrero Rivera, Anna M",120161,47642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,200,Readings in Hispanic Texts,F,LCD,"Marrero Rivera, Anna M",120161,35227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,200,Readings in Hispanic Texts,G,LCD,"Marrero Rivera, Anna M",120161,49882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,200,Readings in Hispanic Texts,X,LCD,"Cummings, Laura D",120161,35229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,204,Practical Review of Spanish,ADB,DIS,"Vazquez-Lozares, Almike",120161,35247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,204,Practical Review of Spanish,ADC,DIS,"Vazquez-Lozares, Almike",120161,47453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,204,Practical Review of Spanish,ADD,DIS,"Vazquez-Lozares, Almike",120161,35248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,204,Practical Review of Spanish,ADE,DIS,"Villalobos Romo, Gerardo",120161,47454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,204,Practical Review of Spanish,ADF,DIS,"Tendera, Daniil",120161,35240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,204,Practical Review of Spanish,ADG,DIS,"Carollo, Brenden C",120161,35251,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,204,Practical Review of Spanish,ADH,DIS,"Carollo, Brenden C",120161,35252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,204,Practical Review of Spanish,ADJ,DIS,"Carollo, Brenden C",120161,35235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,208,Oral Spanish,D1,LCD,"Lugo, Monica E",120161,35282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,208,Oral Spanish,E2,LCD,"Suarez Ontaneda, Juan A",120161,47641,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,208,Oral Spanish,F2,LCD,"Suarez Ontaneda, Juan A",120161,47528,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,228,Spanish Composition,A,ONL,"Villalobos, Jose",120161,47532,3,6,6,2,4,1,0,0,0,0,0,1,0,1,3.48,1.311879785,0.391304348
Spring 2016,SPAN,228,Spanish Composition,B2,LCD,"Ahlenius, Jason T",120161,35258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,228,Spanish Composition,C1,LCD,"Tendera, Daniil",120161,35261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,228,Spanish Composition,C2,LCD,"Moreno Chuquen, Liz Karin",120161,35271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,228,Spanish Composition,D1,LCD,"Villalobos Romo, Gerardo",120161,35262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,228,Spanish Composition,E,LCD,"Villalobos, Jose",120161,52358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,228,Spanish Composition,F2,LCD,"Villalobos, Jose",120161,47533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,228,Spanish Composition,X1,LCD,"Gonzalez Boluda, Mariana",120161,52884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,228,Spanish Composition,X2,LCD,"Gonzalez Boluda, Mariana",120161,52885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,250,Intro to Literary Analysis,G,LCD,"Henson, George B",120161,49885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,250,Intro to Literary Analysis,X,LCD,"Martinez-Quirog, Pilar",120161,49890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,252,Intro to Hispanic Linguistics,B,LCD,"Bello Uriarte, Adrian",120161,49941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,252,Intro to Hispanic Linguistics,C,LCD,"Foote, Rebecca K",120161,61548,14,4,1,3,0,0,1,0,0,0,0,0,0,0,3.83,0.862635497,0.782608696
Spring 2016,SPAN,252,Intro to Hispanic Linguistics,E,LCD,"Foote, Rebecca K",120161,61549,15,4,2,3,0,0,0,0,0,0,0,0,0,0,3.89,0.580172388,0.791666667
Spring 2016,SPAN,252,Intro to Hispanic Linguistics,G,LCD,"Little, Sarah",120161,62831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,254,Intro to Cultural Analysis,B,LCD,"Henson, George B",120161,63754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,254,Intro to Cultural Analysis,E,LCD,"Goldman, Dara E",120161,63451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,254,Intro to Cultural Analysis,G,LCD,"Henson, George B",120161,63755,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,303,The Sounds of Spanish,F,LCD,"Icardo Isasa, Ane",120161,49951,6,4,5,3,2,0,2,2,0,0,0,0,0,0,3.46,1.233948367,0.416666667
Spring 2016,SPAN,305,The Structure of Spanish,B,LCD,"Mostacero Pinil, Cristina",120161,49996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,305,The Structure of Spanish,C,LCD,"Mostacero Pinil, Cristina",120161,63285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,307,Bilingualism,D,LCD,"Montrul, Silvina A",120161,63312,8,2,5,2,4,1,1,1,0,0,0,0,0,0,3.5,1.006851528,0.416666667
Spring 2016,SPAN,307,Bilingualism,E,LCD,"Mason, Sara A",120161,63313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,308,Spanish in the United States,X,LCD,"Henshaw, Florencia G",120161,59983,1,9,4,6,2,1,2,0,0,0,0,0,0,0,3.52,0.993838159,0.4
Spring 2016,SPAN,312,Modern Spanish Lit & Cultures,F,LCD,"Martinez-Quirog, Pilar",120161,49962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,318,Spanish Cultural Studies I,E,LCD,"Martinez-Quirog, Pilar",120161,49955,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,320,Spanish Cultural Studies II,D,LCD,"DiFilippo, Emily J",120161,49957,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,324,Cultural Studies Americas I,B,LCD,"Melendez, Mariselle",120161,54425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,326,Cultural Studies Americas II,F,LCD,"Ledesma, Eduardo",120161,59548,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,326,Cultural Studies Americas II,G,LCD,"Goldman, Dara E",120161,49961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,326,Cultural Studies Americas II,RR,LCD,"Romero, Rolando J",120161,56166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,332,Spanish and Entrepreneurship,E,LCD,"Abbott, Annie R",120161,47945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,432,Spanish Syntax,G4,LCD,"MacDonald, Jonathan E",120161,59984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,467,19thC Sp American Studies,G4,LCD,"Beckman, Ericka",120161,52372,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,471,Intro Second Lang Learn Tchg,C1,LCD,"Navejas, Dawn R",120161,35552,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,528,Sem 20thC Spanish Lit,G,LCD,"Delgado, Luisa-Elena",120161,45962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,535,Sem Spanish-American Lit,G,LCD,"Karam, John T",120161,35627,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,557,Sem Romance Ling,G,LCD,"Escobar, Anna M",120161,54432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,572,Theory and Literary Criticism,G,LCD,"Ledesma, Eduardo",120161,46414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,588,Mix Methods research in SLATE,G,LCD,"Mroz, Aurore P",120161,35660,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPAN,588,Sem Second Lang Learn,RF,LCD,"Foote, Rebecca K",120161,35667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spring 2016,SPED,117,The Culture of Disability,A,LCD,"Bentz, Johnell L",120161,34495,0,111,0,0,42,0,0,11,0,0,0,0,2,0,3.57,4.657612049,0.668674699
Spring 2016,SPED,117,The Culture of Disability,B,LCD,"Bentz, Johnell L",120161,34501,0,110,0,0,34,0,0,8,0,0,1,0,4,0,3.56,4.66208537,0.700636943
Spring 2016,SPED,312,Intro to Ed Technology,A,LCD,"Williams, Michael T",120161,44819,0,32,0,0,2,0,0,0,0,0,0,0,0,0,3.94,0.970154627,0.941176471
Spring 2016,SPED,317,Characteristics & Eligibility,A,LCD,"Monda-Amaya, Lisa E",120161,34513,0,24,2,3,1,2,0,0,0,0,0,0,0,0,3.8,0.978774744,0.75
