Semester,Course Subject,Course Number,Course Title,Course Section,Sched Type,Primary Instructor,Term,CRN,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
Fall 2015,HORT,240,Plant Propagation,AL1,LEC,"Kushad, Mosbah M",120158,32608,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,301,Woody Landscape Plants I,AL1,LEC,"Kling, Gary J",120158,32614,1,6,0,3,4,1,0,2,1,0,1,2,2,0,2.64,2.01580753,0.304347826
Fall 2015,HORT,343,Herbaceous Plants I,AL1,LEC,"Schmidt, James C",120158,30932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,355,Landscape Graphics & Design,A,LCD,"Taylor, Andrea F",120158,57832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,360,Vegetable Crop Production,BB,LCD,"Branham, Bruce E",120158,65306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,362,Tree Fruit Production,A,LCD,"Kushad, Mosbah M",120158,65595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,363,Postharvest Handling Hort Crop,A,LCD,"Kushad, Mosbah M",120158,55682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,421,Horticultural Physiology,DB,ONL,"Briskin, Donald P",120158,65769,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,421,Horticultural Physiology,XM,ONL,"Briskin, Donald P",120158,62153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,435,Urban Food Production,AL1,ONL,"Wortman, Samuel E",120158,63675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,435,Urban Food Production,XM,ONL,"Wortman, Samuel E",120158,63649,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HORT,499,Landscape Graphics & Design,A,LCD,"Taylor, Andrea F",120158,62413,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,400,Principles of HRE,A,ONL,"Li, Jie",120158,63140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,400,Principles of HRE,HRD,ONL,"Li, Jie",120158,63569,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,401,Training in Business/Industry,A,LCD,"Kuchinke, K P",120158,64484,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,411,Training System Design,A,LCD,"Oh, Eunjung",120158,62822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,440,Work Analysis,B,ONL,"Jacobs, Ronald L",120158,63564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,440,Work Analysis,HRD,ONL,"Jacobs, Ronald L",120158,63572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,490,Foundations of Teach & Learnin,A,LCD,"Oh, Eunjung",120158,64488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,530,Organization Development,A,LCD,"Kuchinke, K P",120158,64489,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,550,Adult & Professional Education,A,LCD,"Jacobs, Ronald L",120158,63148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,575,Innovation in E-Learning,A,ONL,"Huang, Wen-Hao",120158,65275,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,575,Innovation in E-Learning,HRD,ONL,"Huang, Wen-Hao",120158,65242,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,575,Innovation in E-Learning,LDL,ONL,"Huang, Wen-Hao",120158,65600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,585,Program Evaluation,A,ONL,"Huang, Wen-Hao",120158,63629,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,585,Program Evaluation,EB,ONL,"Huang, Wen-Hao",120158,65761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,HRD,585,Program Evaluation,HRD,ONL,"Huang, Wen-Hao",120158,63578,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,100,Biological Sciences,AL1,LEC,"Downie, Stephen R",120158,35426,6,21,0,0,18,0,0,7,0,0,1,0,0,0,3.34,2.525343541,0.509433962
Fall 2015,IB,100,Biological Sciences,ONL,ONL,"Dole, Robert E",120158,58881,0,148,0,0,102,0,0,37,0,0,16,0,14,1,3.12,8.610282225,0.466876972
Fall 2015,IB,104,Animal Biology,ABC,LAB,"Francis, Bettina M",120158,35504,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,104,Animal Biology,ABD,LAB,"Francis, Bettina M",120158,35515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,104,Animal Biology,ABE,LAB,"Francis, Bettina M",120158,35525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,104,Animal Biology,ABG,LAB,"Francis, Bettina M",120158,35537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,104,Animal Biology,ABH,LAB,"Francis, Bettina M",120158,35542,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,104,Animal Biology,ABJ,LAB,"Francis, Bettina M",120158,35543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,104,Animal Biology,ABK,LAB,"Francis, Bettina M",120158,35555,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,104,Animal Biology,ABL,LAB,"Francis, Bettina M",120158,35559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,105,Environmental Biology,AL1,LEC,"Harmon-Threatt, Alexandra",120158,55520,0,72,0,0,15,0,0,7,0,0,1,0,2,0,3.59,3.674389745,0.742268041
Fall 2015,IB,105,Environmental Biology,ONL,ONL,"Morgan, Beth A",120158,59543,11,84,67,51,50,32,4,15,6,8,5,12,19,4,3.03,5.814435617,0.260989011
Fall 2015,IB,106,Extinction: Dinosaurs to Dodos,AL1,LEC,"Punyasena, Surangi W",120158,54096,22,18,2,1,10,2,1,2,0,1,1,0,2,1,3.46,2.243074189,0.64516129
Fall 2015,IB,150,Organismal & Evolutionary Biol,AD1,DIS,"Capell, Natasha D",120158,35760,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,AD2,DIS,"Capell, Natasha D",120158,41567,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,AD3,DIS,"Capell, Natasha D",120158,41966,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,AD4,DIS,"Capell, Natasha D",120158,41564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,AD5,DIS,"Capell, Natasha D",120158,41566,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,AD6,DIS,"Capell, Natasha D",120158,39042,0,5,2,4,4,1,2,2,0,1,1,0,0,0,3.01,1.345700974,0.227272727
Fall 2015,IB,150,Organismal & Evolutionary Biol,AD7,DIS,"Capell, Natasha D",120158,35628,1,4,4,3,3,3,2,1,0,0,0,0,1,1,3.11,1.422759447,0.227272727
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADA,DIS,"Capell, Natasha D",120158,35642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADB,DIS,"Capell, Natasha D",120158,35770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADC,DIS,"Capell, Natasha D",120158,35763,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADD,DIS,"Capell, Natasha D",120158,59029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADE,DIS,"Capell, Natasha D",120158,59030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADF,DIS,"Capell, Natasha D",120158,35412,2,5,1,2,5,2,1,3,1,0,0,0,0,0,3.12,1.187845856,0.318181818
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADG,DIS,"Capell, Natasha D",120158,35766,0,9,1,2,2,2,1,1,1,1,1,0,1,0,3,1.621447165,0.409090909
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADH,DIS,"Capell, Natasha D",120158,35574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADJ,DIS,"Capell, Natasha D",120158,35592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADK,DIS,"Capell, Natasha D",120158,35572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADL,DIS,"Capell, Natasha D",120158,56039,1,4,3,3,4,2,2,3,0,1,0,0,0,0,3.06,1.23453995,0.217391304
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADM,DIS,"Capell, Natasha D",120158,35423,1,8,4,1,5,0,1,3,1,0,1,0,0,0,3.2,1.460213074,0.36
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADN,DIS,"Capell, Natasha D",120158,35603,0,7,6,1,2,0,1,4,0,0,0,1,0,0,3.2,1.642732915,0.318181818
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADO,DIS,"Capell, Natasha D",120158,35595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADP,DIS,"Capell, Natasha D",120158,35597,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADS,DIS,"Capell, Natasha D",120158,57816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADT,DIS,"Capell, Natasha D",120158,35613,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADU,DIS,"Capell, Natasha D",120158,35621,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADV,DIS,"Capell, Natasha D",120158,35615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADW,DIS,"Capell, Natasha D",120158,35617,1,7,4,5,1,0,1,3,0,1,0,0,0,0,3.3,1.356465997,0.347826087
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADX,DIS,"Capell, Natasha D",120158,35619,3,4,1,2,3,2,1,3,1,1,0,1,1,0,2.81,1.56541528,0.304347826
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADY,DIS,"Capell, Natasha D",120158,35624,1,9,1,3,5,1,0,1,1,0,0,0,0,1,3.41,1.110078826,0.454545455
Fall 2015,IB,150,Organismal & Evolutionary Biol,ADZ,DIS,"Capell, Natasha D",120158,39043,1,9,0,0,5,1,3,2,0,1,1,0,0,0,3.09,1.592729575,0.434782609
Fall 2015,IB,150,Organismal & Evolutionary Biol,AF2,DIS,"Capell, Natasha D",120158,63901,0,4,2,0,3,2,1,4,1,1,2,0,2,0,2.41,1.807379318,0.181818182
Fall 2015,IB,150,Organismal & Evolutionary Biol,AF3,DIS,"Capell, Natasha D",120158,63902,2,6,3,2,4,2,0,1,1,0,0,0,1,0,3.21,1.508280846,0.363636364
Fall 2015,IB,151,Organismal & Evol Biol Lab,A,LAB,"Morphew, Nicholas J",120158,35431,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,151,Organismal & Evol Biol Lab,B,LAB,"Morphew, Nicholas J",120158,35604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,151,Organismal & Evol Biol Lab,E,LAB,"Morphew, Nicholas J",120158,35645,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,151,Organismal & Evol Biol Lab,F,LAB,"Morphew, Nicholas J",120158,58733,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,151,Organismal & Evol Biol Lab,H,LAB,"Morphew, Nicholas J",120158,35649,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,151,Organismal & Evol Biol Lab,I,LAB,"Morphew, Nicholas J",120158,35659,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,151,Organismal & Evol Biol Lab,J,LAB,"Morphew, Nicholas J",120158,35661,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,199,Undergraduate Open Seminar,MR1,DIS,"Capell, Natasha D",120158,41563,0,79,1,1,2,1,0,0,1,0,1,0,0,1,3.89,1.580623747,0.918604651
Fall 2015,IB,199,Undergraduate Open Seminar,MR9,DIS,"Downie, Stephen R",120158,58813,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,AB1,LAB,"Augspurger, Carol K",120158,35750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,AB2,LAB,"Augspurger, Carol K",120158,35438,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,AB3,LAB,"Augspurger, Carol K",120158,35488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,AB4,LAB,"Augspurger, Carol K",120158,35519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,AB6,LAB,"Augspurger, Carol K",120158,47551,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,AB7,LAB,"Augspurger, Carol K",120158,35526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,AB8,LAB,"Augspurger, Carol K",120158,35534,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,AB9,LAB,"Augspurger, Carol K",120158,35539,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,ABA,LAB,"Augspurger, Carol K",120158,35752,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,203,Ecology,ABB,LAB,"Augspurger, Carol K",120158,56453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,1,LEC,"Heath, Katy D",120158,49804,2,26,0,2,20,0,2,7,0,1,0,0,0,1,3.31,2.182593477,0.466666667
Fall 2015,IB,204,Genetics,1A,LEC,"Kendall, Katharina D",120158,51807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,3A,LEC,"Bensky, Miles K",120158,49806,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,4A,LEC,"Kendall, Katharina D",120158,49807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,5A,LEC,"Kendall, Katharina D",120158,49808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,6A,LEC,"Bensky, Miles K",120158,49809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,7A,LEC,"Kendall, Katharina D",120158,49810,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,9A,LEC,"Kendall, Katharina D",120158,49812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,AA,LEC,"Dean, Charles-Antoine E",120158,56526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,204,Genetics,AB,LEC,"Dean, Charles-Antoine E",120158,56549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,270,Evolution of Molecules & Cells,A,LEC,"Hansen, Allison K",120158,46682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,299,Undergraduate Special Course,A,DIS,"Augspurger, Carol K",120158,57592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,299,Undergraduate Special Course,B,LCD,"Heath, Katy D",120158,57593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,299,Undergraduate Special Course,KS,LCD,"Sears, Karen",120158,62195,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,360,Evolution and Human Health,A,DIS,"Sears, Karen",120158,58032,3,38,0,3,19,0,0,5,0,0,0,0,0,0,3.54,2.291148184,0.602941176
Fall 2015,IB,360,Evolution and Human Health,A,ONL,"Sears, Karen",120158,58032,3,59,0,6,39,0,0,8,0,0,1,0,0,1,3.47,2.874960869,0.534482759
Fall 2015,IB,360,Evolution and Human Health,A,PKG,"Sears, Karen",120158,58032,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,360,Evolution and Human Health,B,DIS,"Sears, Karen",120158,59719,0,21,0,3,20,0,0,3,0,0,1,0,0,1,3.35,2.112818023,0.4375
Fall 2015,IB,360,Evolution and Human Health,B,PKG,"Sears, Karen",120158,59719,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,368,Vertebrate Natural History,AL1,LEC,"Marcot, Jonathan D",120158,51819,0,10,0,2,11,0,1,1,0,0,2,0,0,0,3.18,1.769218283,0.37037037
Fall 2015,IB,372,Ecology and Evolution,A,LEC,"Berlocher, Stewart H",120158,49618,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,401,Introduction to Entomology,A,LEC,"Hanks, Lawrence M",120158,49900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,401,Introduction to Entomology,B,LEC,"Hanks, Lawrence M",120158,49901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,411,Bioinspiration,A,ONL,"Alleyne, Marianne",120158,62360,17,37,12,17,12,6,2,4,2,3,3,2,22,3,2.83,4.767010836,0.388489209
Fall 2015,IB,421,Photosynthesis,A,LEC,"Ort, Donald R",120158,49926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,424,Plant Development,A,LEC,"Jacobs, Thomas W",120158,42912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,426,Env and Evol Physl of Animals,1,LEC,"Cheng-De Vries, Chi-Hing",120158,30391,1,8,0,3,9,5,6,4,1,1,2,0,0,1,2.83,1.675828153,0.225
Fall 2015,IB,430,Animal Behavior Lab,ABL,LEC,"Suarez, Andrew",120158,64029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,431,Behavioral Ecology,A,LEC,"Bell, Alison M",120158,49658,0,18,7,1,2,0,0,0,0,0,0,0,1,1,3.69,1.813885333,0.620689655
Fall 2015,IB,443,Evolutionary Ecology,1,LEC,"Paige, Ken N",120158,35410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,452,Ecosystem Ecology,1,LEC,"Leakey, Andrew",120158,35413,1,11,12,10,7,4,2,0,0,0,0,0,1,0,3.37,1.677766372,0.25
Fall 2015,IB,462,Mammalogy,G3,LEC,"Heske, Edward J",120158,54272,0,8,6,3,3,2,0,0,0,0,0,0,0,1,3.56,0.926196523,0.363636364
Fall 2015,IB,467,Principles of Systematics,A,LEC,"Cameron, Sydney A",120158,40508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fall 2015,IB,468,Insect Classification and Evol,A,LEC,"Whitfield, James B",120158,35484,0,11,0,0,6,0,0,4,0,0,0,0,0,1,3.33,2.054823593,0.523809524
Fall 2015,IB,482,Insect Pest Management,A,LEC,"Hanks, Lawrence M",120158,35509,0,14,0,0,6,0,0,1,0,0,0,0,0,1,3.62,1.522322787,0.666666667
Fall 2015,IB,482,Insect Pest Management,A,PKG,"Hanks, Lawrence M",120158,35509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
